1,1,1,0.9539,0.9462,1.0,0.994,0.8565,0.8668,0.845,0.968,0.9002,1.0,0.9331,0.6927
1,1,2,1.0,1.0,0.9497,1.0,0.952,0.0238,0.9923,0.3824,0.4463,0.3202,0.7067,0.5894
1,1,3,0.9617,0.7713,0.9995,0.9786,0.9333,0.6268,0.8602,0.7448,0.4503,0.9681,0.8295,0.6351
1,1,4,0.9136,1.0,0.9487,0.9811,0.778,0.556,0.6864,0.9516,0.8999,0.564,0.8279,0.6286
1,1,5,0.9258,0.998,0.5674,0.9623,0.8188,0.0935,0.6141,0.9995,1.0,0.0458,0.7025,0.626
1,3,1,0.7731,0.9981,0.8857,0.8798,0.6558,0.8855,0.4151,1.0,0.0507,0.3763,0.692,0.5263
1,3,2,0.9727,1.0,0.9624,0.9776,0.9581,0.9931,0.9252,1.0,0.7911,1.0,0.958,0.6228
1,3,3,0.9998,1.0,0.9923,1.0,0.9681,0.2678,0.998,0.6569,0.5382,0.5562,0.7977,0.5446
1,3,4,0.6298,1.0,0.8989,0.9596,0.8373,0.2269,0.5134,0.232,0.0366,0.7122,0.6047,0.4368
1,3,5,0.9245,0.9971,0.9277,1.0,0.9503,0.3464,0.8595,0.9877,0.5263,0.0961,0.7616,0.4741
1,7,1,0.703,0.9999,0.9979,0.9503,0.8168,0.8449,0.811,0.9801,0.9985,1.0,0.9102,0.5034
1,7,2,0.9886,0.9905,0.9635,0.6871,0.8964,0.1896,0.957,0.974,1.0,1.0,0.8647,0.5666
1,7,3,1.0,1.0,0.9994,0.9884,0.981,0.3237,0.9879,1.0,0.9157,0.2048,0.8401,0.4915
1,7,4,0.998,0.9999,0.9981,0.9933,0.9736,0.1142,0.9678,0.9994,0.3752,0.0155,0.7435,0.5144
1,7,5,0.8605,0.9728,0.9939,0.8078,0.7587,0.1683,0.8838,0.9308,0.965,0.9974,0.8339,0.499
2,1,1,0.8045,0.9163,0.8312,0.9166,0.8625,0.9367,0.6882,0.9483,0.7541,0.9711,0.8629,0.7404
2,1,2,0.8466,0.8979,0.8899,0.9103,0.7078,0.9516,0.6743,0.9215,0.6133,0.9944,0.8408,0.7479
2,1,3,0.8638,0.9422,0.8071,0.8431,0.6945,0.9674,0.7246,0.951,0.7262,0.9599,0.848,0.751
2,1,4,0.8248,0.8589,0.8523,0.8986,0.8199,0.926,0.6068,0.9179,0.6179,0.9977,0.8321,0.7615
2,1,5,0.8466,0.8993,0.8576,0.9376,0.8584,0.9447,0.6878,0.9339,0.634,0.9989,0.8599,0.7521
2,3,1,0.5836,0.9408,0.7953,0.6961,0.9129,0.916,0.4849,0.884,0.1607,0.9889,0.7363,0.6936
2,3,2,0.4657,0.9482,0.8772,0.9114,0.9162,0.8242,0.5501,0.8854,0.1502,0.9871,0.7516,0.7001
2,3,3,0.8179,0.9032,0.8193,0.9348,0.8608,0.907,0.6515,0.9367,0.4643,0.9994,0.8295,0.7067
2,3,4,0.769,0.7962,0.679,0.9403,0.6094,0.8396,0.5797,0.8898,0.7588,0.9994,0.7861,0.7517
2,3,5,0.7786,0.8975,0.8078,0.9359,0.8567,0.9737,0.656,0.9814,0.7356,0.8748,0.8498,0.7093
2,7,1,0.7956,0.9499,0.8733,0.8643,0.8538,0.9413,0.6564,0.8939,0.5825,0.9937,0.8405,0.7012
2,7,2,0.8163,0.8716,0.8658,0.8887,0.8339,0.9098,0.6645,0.7844,0.8351,0.9998,0.847,0.7249
2,7,3,0.6509,0.8448,0.3346,0.7727,0.3577,0.7605,0.3319,0.4964,0.3354,0.6355,0.552,0.3946
2,7,4,0.7916,0.8915,0.8934,0.8937,0.9038,0.8363,0.6675,0.9122,0.7269,0.9969,0.8514,0.7163
2,7,5,0.7945,0.7496,0.797,0.8782,0.5645,0.3082,0.6085,0.6628,0.3871,0.322,0.6072,0.5703
4,1,1,0.8771,0.9288,0.847,0.8624,0.7957,0.6801,0.7628,0.9468,0.5621,0.867,0.813,0.8529
4,1,2,0.8297,0.946,0.9261,0.859,0.8072,0.599,0.6074,0.8957,0.6531,0.9437,0.8067,0.8085
4,1,3,0.8688,0.8738,0.8412,0.7858,0.7937,0.8068,0.7651,0.9487,0.6056,0.8734,0.8163,0.8504
4,1,4,0.8592,0.9035,0.8692,0.9223,0.8252,0.7704,0.8071,0.9721,0.7886,0.7764,0.8494,0.853
4,1,5,0.8768,0.9063,0.8447,0.7349,0.8655,0.8369,0.7331,0.9552,0.5534,0.9025,0.8209,0.8558
4,3,1,0.9244,0.9179,0.8335,0.9,0.7918,0.7635,0.7688,0.9667,0.5758,0.9441,0.8387,0.8264
4,3,2,0.7073,0.8641,0.6803,0.8511,0.5298,0.95,0.5649,0.88,0.09,0.9432,0.7061,0.7127
4,3,3,0.6263,0.8367,0.6527,0.6363,0.6685,0.8663,0.4068,0.9292,0.3682,0.9174,0.6908,0.7392
4,3,4,0.9324,0.9043,0.8549,0.8989,0.8055,0.8812,0.7865,0.963,0.5553,0.9111,0.8493,0.8022
4,3,5,0.8585,0.9339,0.8237,0.8911,0.7114,0.8131,0.7762,0.8593,0.6052,0.9336,0.8206,0.7128
4,7,1,0.7338,0.9224,0.8791,0.7553,0.5488,0.8662,0.4908,0.9622,0.4529,0.9523,0.7564,0.7061
4,7,2,0.6759,0.7765,0.577,0.7888,0.8799,0.7594,0.4979,0.9915,0.2259,0.9401,0.7113,0.6884
4,7,3,0.6225,0.7437,0.7221,0.6506,0.7452,0.9215,0.5628,0.9008,0.6153,0.9293,0.7414,0.5529
4,7,4,0.6428,0.3434,0.6699,0.59,0.7247,0.2871,0.5821,0.7733,0.6381,0.0877,0.5339,0.4366
4,7,5,0.7736,0.8924,0.7404,0.7928,0.9084,0.7942,0.5158,0.896,0.7604,0.6088,0.7683,0.6446
8,1,1,0.8992,0.8547,0.8126,0.7766,0.8595,0.604,0.7187,0.9168,0.5818,0.8076,0.7832,0.8636
8,1,2,0.8609,0.8847,0.8142,0.8502,0.7858,0.7916,0.6807,0.9019,0.6841,0.9613,0.8215,0.8107
8,1,3,0.733,0.8462,0.8241,0.8003,0.7787,0.7644,0.5903,0.841,0.5747,0.8711,0.7624,0.7336
8,1,4,0.8687,0.8463,0.7372,0.6608,0.7653,0.6249,0.7169,0.9336,0.457,0.8901,0.7501,0.8463
8,1,5,0.8714,0.7601,0.8395,0.6691,0.7657,0.4867,0.7457,0.9369,0.4185,0.8779,0.7371,0.87
8,3,1,0.7322,0.8874,0.8216,0.7945,0.7698,0.8775,0.6146,0.9315,0.499,0.9026,0.7831,0.8002
8,3,2,0.8823,0.9018,0.8106,0.8114,0.7606,0.8521,0.7835,0.918,0.8678,0.9501,0.8538,0.807
8,3,3,0.7571,0.8301,0.7851,0.86,0.657,0.8899,0.6912,0.9454,0.5445,0.9039,0.7864,0.8106
8,3,4,0.8923,0.9041,0.8196,0.7178,0.8268,0.7981,0.7222,0.8169,0.8249,0.7284,0.8051,0.8047
8,3,5,0.7702,0.885,0.8102,0.6717,0.838,0.7279,0.7184,0.9614,0.3001,0.9141,0.7597,0.797
8,7,1,0.537,0.4465,0.5687,0.5322,0.7652,0.5171,0.4938,0.6215,0.7399,0.3439,0.5566,0.5401
8,7,2,0.6761,0.6163,0.7556,0.3369,0.7475,0.5433,0.5343,0.5259,0.6925,0.5695,0.5998,0.5994
8,7,3,0.6861,0.6462,0.5769,0.6848,0.586,0.2973,0.7039,0.32,0.5379,0.2039,0.5243,0.4708
8,7,4,0.7537,0.8626,0.7345,0.7029,0.7215,0.8078,0.7209,0.8408,0.7829,0.9419,0.7869,0.7127
8,7,5,0.6961,0.8947,0.8736,0.6949,0.6323,0.6409,0.5591,0.773,0.4654,0.948,0.7178,0.6951
16,1,1,0.8559,0.777,0.6857,0.7282,0.6945,0.6294,0.6857,0.8666,0.4684,0.7902,0.7182,0.8452
16,1,2,0.7868,0.8055,0.6823,0.5956,0.8027,0.7765,0.771,0.9083,0.3627,0.758,0.7249,0.8671
16,1,3,0.7582,0.7667,0.8187,0.6049,0.7856,0.6547,0.6409,0.8765,0.6484,0.7889,0.7344,0.8421
16,1,4,0.7857,0.8028,0.6926,0.7197,0.6295,0.6082,0.7272,0.8991,0.72,0.8672,0.7452,0.8037
16,1,5,0.6183,0.827,0.7836,0.7829,0.7211,0.8275,0.6098,0.8347,0.7318,0.8331,0.757,0.8163
16,3,1,0.833,0.7465,0.6993,0.7358,0.7564,0.8239,0.6747,0.8912,0.3062,0.8372,0.7304,0.7964
16,3,2,0.6759,0.8141,0.7591,0.7915,0.6762,0.7423,0.5679,0.876,0.5578,0.7984,0.7259,0.8118
16,3,3,0.8055,0.8355,0.7372,0.664,0.837,0.8196,0.5908,0.8626,0.3418,0.8157,0.731,0.8034
16,3,4,0.8118,0.7433,0.7404,0.519,0.7661,0.8594,0.6197,0.5942,0.4312,0.8086,0.6894,0.7898
16,3,5,0.8684,0.8467,0.7681,0.7241,0.6513,0.7238,0.5794,0.8381,0.4391,0.8494,0.7288,0.7976
16,7,1,0.6316,0.6015,0.5659,0.4954,0.5554,0.5181,0.5871,0.7044,0.678,0.3297,0.5667,0.5825
16,7,2,0.3896,0.457,0.445,0.3549,0.465,0.4786,0.3792,0.4164,0.4831,0.324,0.4193,0.1083
16,7,3,0.3726,0.4215,0.4106,0.4353,0.4673,0.4328,0.3939,0.4905,0.4094,0.3686,0.4203,0.1083
16,7,4,0.5738,0.5068,0.6394,0.4808,0.5426,0.4284,0.6824,0.3541,0.4867,0.6539,0.5349,0.6001
16,7,5,0.6447,0.7158,0.7215,0.7861,0.6422,0.687,0.5134,0.6772,0.7039,0.8397,0.6932,0.6992
